"CODE","PV","DATE",""
"CODE Article","Prix De Vente nombre","Format AAAAMMDD",""
"272837","129","20200103",""
"818333","9.95","20200103",""
"818334","10.5","20200103",""
"025599","7.95","20200103",""
"384663","29.95","20200103",""
"384670","10.5","20200103",""
"384675","23.95","20200103",""
"414033","19.95","20200103",""
"815991","4.95","20200103",""
"816002","235","20200103",""
"816003","345","20200103",""
"816004","275","20200103",""
"816005","245","20200103",""
"816006","345","20200103",""
"816007","345","20200103",""
"816008","385","20200103",""
"816009","396","20200103",""
"818922","895","20200103",""
"818923","895","20200103",""
"818924","795","20200103",""
"818925","795","20200103",""
"009936","12.75","20200103",""
"010013","21.9","20200103",""
"010016","6.5","20200103",""
"010026","6.5","20200103",""
"012925","15.95","20200103",""
"012926","12.95","20200103",""
"016141","89.95","20200103",""
"016170","10.9","20200103",""
"016173","12.9","20200103",""
"022200","56.95","20200103",""
"031892","29.95","20200103",""
"031893","31.95","20200103",""
"035950","73.95","20200103",""
"062866","10.5","20200103",""
"071798","61.5","20200103",""
"085352","7.95","20200103",""
"085353","14.998987854251","20200103",""
"085372","10.5","20200103",""
"122119","10.952830188679","20200103",""
"122120","5.9463917525773","20200103",""
"126809","17.95","20200103",""
"126812","8.75","20200103",""
"126813","13.95","20200103",""
"126814","13.95","20200103",""
"126823","25.95","20200103",""
"126824","42.5","20200103",""
"126825","4.95","20200103",""
"126828","10.5","20200103",""
"126831","17.5","20200103",""
"126835","32.51398940865","20200103",""
"126836","32.5","20200103",""
"126839","12.95","20200103",""
"126841","10.95","20200103",""
"126857","20.95","20200103",""
"126859","31.5","20200103",""
"126861","42.5","20200103",""
"132814","12.95","20200103",""
"132816","15.95","20200103",""
"148074","10.95","20200103",""
"176718","22.5","20200103",""
"176719","40.95","20200103",""
"176738","419","20200103",""
"176780","49.95","20200103",""
"176798","57.95","20200103",""
"176945","26.95","20200103",""
"177569","22.95","20200103",""
"195670","25.5","20200103",""
"249078","5.7","20200103",""
"279562","21.5","20200103",""
"297656","125.95","20200103",""
"297657","138.95","20200103",""
"297658","156.95","20200103",""
"301050","15.5","20200103",""
"305892","25.95","20200103",""
"314325","7.5","20200103",""
"315139","17.947284345048","20200103",""
"315147","20.95","20200103",""
"315148","9.5","20200103",""
"336645","44.5","20200103",""
"336646","49.95","20200103",""
"336647","55.5","20200103",""
"339630","15.5","20200103",""
"346533","13.95","20200103",""
"382641","20.95","20200103",""
"804227","31.95","20200103",""
"804228","25.5","20200103",""
"804229","5.3","20200103",""
"804230","31.95","20200103",""
"804231","3.75","20200103",""
"804232","124.5","20200103",""
"804233","135.5","20200103",""
"804234","171.95","20200103",""
"816109","196.95","20200103",""
"816110","227.95","20200103",""
"816111","279.95","20200103",""
"816112","344.95","20200103",""
"817274","60.95","20200103",""
"817275","81.95","20200103",""
"817276","101","20200103",""
"817277","172","20200103",""
"817278","257","20200103",""
"817279","299","20200103",""
"817280","166","20200103",""
"817281","249","20200103",""
"817282","269","20200103",""
"817283","187","20200103",""
"817284","249","20200103",""
"817285","59","20200103",""
"817498","15.95","20200103",""
"818928","14.5","20200103",""
"818929","9.5","20200103",""
"818930","6.95","20200103",""
"818931","6.95","20200103",""
"818932","7.95","20200103",""
"822697","21.95","20200103",""
"822698","31.95","20200103",""
"822699","22.5","20200103",""
"822700","22.5","20200103",""
"822701","31.95","20200103",""
"822702","22.5","20200103",""
"823958","28.95","20200103",""
"823959","32.95","20200103",""
"823960","40.95","20200103",""
"829330","93.95","20200103",""
"829331","121.95","20200103",""
"829332","20.5","20200103",""
"829333","61.95","20200103",""
"829334","84.95","20200103",""
"829335","103.95","20200103",""
"829336","28.95","20200103",""
"829337","33.499015101773","20200103",""
"829338","37.95","20200103",""
"829339","114.95","20200103",""
"829340","154.95","20200103",""
"829341","54.95","20200103",""
"829342","64.5","20200103",""
"829343","74.95","20200103",""
"829344","139.95","20200103",""
"829345","176.95","20200103",""
"829346","206.95","20200103",""
"829347","15.95","20200103",""
"829348","12.5","20200103",""
"829349","4.95","20200103",""
"829351","15.95","20200103",""
"829352","5.95","20200103",""
"829359","38.5","20200103",""
"829361","27.5","20200103",""
"829362","16.5","20200103",""
"829364","10.747323340471","20200103",""
"829365","7.5","20200103",""
"829988","44.95","20200103",""
