"CODE","PV","DATE",""
"CODE Article","Prix De Vente nombre","Format AAAAMMDD",""
"003099","47.95","20190709",""
"005254","24.95","20190709",""
"005256","39.95","20190709",""
"014440","5.5","20190709",""
"061447","18.95","20190709",""
"061451","34.95","20190709",""
"178314","4.95","20190709",""
"191801","7.95","20190709",""
"191802","11.95","20190709",""
"222828","23.95","20190709",""
"224866","129","20190709",""
"252305","73.95","20190709",""
"279717","8.95","20190709",""
"287722","1.45","20190709",""
"287724","1.35","20190709",""
"287725","1.35","20190709",""
"287726","1.45","20190709",""
"287727","1.45","20190709",""
"287729","1.45","20190709",""
"287730","1.35","20190709",""
"287731","1.45","20190709",""
"287733","1.45","20190709",""
"295202","19.95","20190709",""
"320450","1.75","20190709",""
"320451","1.75","20190709",""
"320452","1.75","20190709",""
"320453","1.75","20190709",""
"329219","29.95","20190709",""
"331834","1.35","20190709",""
"331836","1.45","20190709",""
"350132","1.35","20190709",""
"350134","1.45","20190709",""
"350135","1.45","20190709",""
"366226","11.95","20190709",""
"368872","19.95","20190709",""
"368873","36.95","20190709",""
"368886","18.95","20190709",""
"368887","36.95","20190709",""
"370243","12.95","20190709",""
"392595","19.95","20190709",""
"392599","7.5","20190709",""
"392602","11.95","20190709",""
"393275","1.75","20190709",""
"393276","1.75","20190709",""
"393277","1.75","20190709",""
"443730","29.95","20190709",""
"444381","29.95","20190709",""
"444439","29.95","20190709",""
"449254","24.95","20190709",""
"449264","36.95","20190709",""
"450642","12.95","20190709",""
"475870","11.95","20190709",""
"477155","31.95","20190709",""
"477156","24.95","20190709",""
"477157","29.95","20190709",""
"478190","14.95","20190709",""
"482038","1.49","20190709",""
"482047","19.95","20190709",""
"484271","1.35","20190709",""
"502940","9.95","20190709",""
"502941","12.95","20190709",""
"502942","15.95","20190709",""
"510333","71.58","20190709",""
"524546","1.75","20190709",""
"803494","329","20190709",""
"810108","76.95","20190709",""
"811028","12.5","20190709",""
"811029","12.5","20190709",""
"812296","14.95","20190709",""
"814828","19.95","20190709",""
"814839","2.95","20190709",""
"815437","28.95","20190709",""
"816225","24.5","20190709",""
"816312","7.95","20190709",""
"816584","3.95","20190709",""
"816585","3.95","20190709",""
"817499","1.35","20190709",""
"817500","1.45","20190709",""
"819937","12.5","20190709",""
"819938","12.5","20190709",""
"821745","189","20190709",""
"821747","74.95","20190709",""
"821748","129.95","20190709",""
"821749","38.95","20190709",""
"825113","179","20190709",""
"826457","1.75","20190709",""
"826463","1.65","20190709",""
