"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54"
"","EAN13","REFPRO","SIGFOU","MOTCLE","NOMPRO","DESIGN1","DESIGN2","DESIGN_LONG","CODTVA","RAYON","SOUSRAYON","FAMILLE","GAMME","STATUT","CODBLOCAGE","NATURE","MARQUE","MDD","POIDSNET","UNICOL","POIDS","POIDS_INFO","VOLUME_INFO","D3E","PA","UNITE_ACHAT","NBUVC_ACHAT","QTEMIN","QOTITE","DATDEB_PA","PV","DATDEB_PV","PF_SIGTIE","PCESSION","UNITE_CESSION","NBUVC_CESSION","QTEMIN_CESSION","PV_PROMO","DATDEB_PV_PROMO","DATFIN_PV_PROMO","CIBLE_PROMO","MAGASIN_CREATION","CSS_PM","CSS_MM","CSS_GM","TYPOLOGIE","WEB","DATMAR","DATFINMAR","DLUO","SEGMENT_PRODUIT","DISPLAY","ACTION","CODPRO"
"","13 Caractères","16 Caractères","12 Caractères","16 Caractères","30 Caractères","40 Caractères","40 Caractères","1000 Caractères","1 Caractère","6 Caractères","6 Caractères","6 Caractères","6 Caractères","6 Caractères","3 Caractères","6 Caractères","12 Caractères/ MAJUSCULES SS ACCENT","6 Caractères","Nombre","1 Caractère","Nombre","40 Caractères","40 Caractères","Nombre","Nombre","3 Caractères","Nombre","Nombre","Nombre","Date dd/mm/yyyy format Text","Nombre","Date dd/mm/yyyy format Text","12 Caractères","Nombre","3 Caractères","Nombre","Nombre","Nombre","Date dd/mm/yyyy en Text","Date dd/mm/yyyy format Text","12 Caractères","3 Caractères","Nombre","Nombre","Nombre","3 Caractères","1 Caractères","Date dd/mm/yyyy format Text","Date dd/mm/yyyy format Text","1 Caractères","12 Caractères","6 Caractères","12 Caractères","16 Caractères"
"","EAN 13 de l'article","Référence article chez le fournisseur","Code du fournisseur dans GCE","Mot clé GCE","Désgination courte (ticket de caisse)","Désignation article","Désignation article complément","Désignation longue pour le WEB","Code tva GCE (2:5,5% - 6:20% - 8:10%))","Code Rayon GCE","Code Sous Rayon GCE","Code Famille GCE","Code Gamme GCE (A, B, C,L)","Statut GCE (01, 02, 03, 04, 05)","Code blocage GCE (VC, VN)","Nature GCE (PERM, OSHOT, …)","Marque gérée dans GCE","O/N","En grammes ou litres","K pour KG, L pour Litre sinon U","En grammes (emballage compris)","Complément d'information sur poids","Complément d'information sur volume","Taxe DEEE","Prix d'achat net","U dans la plupart des cas (CAR, SAC, … sinon)","Si CAR ou SAC, alors combien d'unités consommateurs","Quantité minimale pour commande vers Fournisseur","Multiple suivant d'achat","Date d'application pa","Prix de vente TTC Enseigne","Date d'application pv","Code de la plateforme Animalis (PF0 ou CAM)","Prix de cession Magasin","U dans la plupart des cas (CAR, SAC, … sinon)","Si CAR ou SAC, alors combien d'unités cosommateurs","Quantité minimale pour commande magasin vers PF","Prix de vente TTC promo","Date d'application pv promo","Date de fin pv promo","Code du magasin dans GCE","Code du magasin dans GCE","CSS_Petit Magasin","CSS_Moyen Magasin","CSS_Grand Magasin","Vide si Inerte VIV pour Vivant","O si présent WEB","Date de mise en vente","Date de fin de mise en vente","O Si dluo","Segment N pour Naturel O pour Véto","O Si display","C pour création","Non renseigné en création / Obligatoire en modification"
"CODE ANIMALIS","O","O","O","O","O","O","N","N","O","O","O","O","O","O","O","O","O","O","O","O","N","N","N","N","O","O","N","O","N","O","O","O","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","O",""
"","3541990376364","214101ROS","11300","","CAISSE TRANSP DBL 49X33X30CM R","CAISSE TRANSP DBL 49X33X30CM R","CAISSE TRANSP DBL 49X33X30CM R","CAISSE DE TRANSPORT DOUBLE OUVERTURE 49X33X30 CM ROSE","6","6","26","132","A","03","VC","PERM","WOUAPY","N","1.42","K","1.42","","","","8.97","U","","1","1","28/06/2019","29.95","28/06/2019","","","","","","","","","","","1","2","3","","O","","","","","","C",""
"","3541990376340","214101ANT","11300","","CAISSE TRANSP DBL 49X33X30CM A","CAISSE TRANSP DBL 49X33X30CM A","CAISSE TRANSP DBL 49X33X30CM A","CAISSE DE TRANSPORT DOUBLE OUVERTURE 49X33X30 CM ANTHRACITE","6","6","26","132","A","03","VC","PERM","WOUAPY","N","1.42","K","1.42","","","","8.97","U","","1","1","28/06/2019","29.95","28/06/2019","","","","","","","","","","","1","2","3","","O","","","","","","C",""
"","3541990376357","214101BLE","11300","","CAISSE TRANSP DBL 49X33X30CM B","CAISSE TRANSP DBL 49X33X30CM B","CAISSE TRANSP DBL 49X33X30CM B","CAISSE DE TRANSPORT DOUBLE OUVERTURE 49X33X30 CM BLEU","6","6","26","132","A","03","VC","PERM","WOUAPY","N","1.42","K","1.42","","","","8.97","U","","1","1","28/06/2019","29.95","28/06/2019","","","","","","","","","","","1","2","3","","O","","","","","","C",""
"","022517980927","98092","4680","","DISPLAY BOMBER XTREM","DISPLAY BOMBER XTREM","DISPLAY BOMBER XTREM","DISPLAY BOMBER XTREM  ","6","5","22","119","B","03","VC","COLLEC","BOMBER","N","31.8","K","31.8","","","","607.5","U","","1","1","28/06/2019","1497.9","28/06/2019","","","","","","","","","","","0","1","1","","","","31/12/2019","","","O","C",""
"","022517980798","98079","4680","","ZS XTREME BOMBER MINI","ZS XTREME BOMBER MINI","ZS XTREME BOMBER MINI","ZS XTREME BOMBER MINI","6","5","22","119","B","031","VN","COLLEC","BOMBER","N","0.24","K","0.24","","","","11.25","U","","6","6","28/06/2019","29.95","28/06/2019","","","","","","","","","","","0","1","1","","","","31/12/2019","","","","C",""
"","022517980804","98080","4680","","ZS XTREME BOMBER ","ZS XTREME BOMBER ","ZS XTREME BOMBER ","ZS XTREME BOMBER ","6","5","22","119","B","031","VN","COLLEC","BOMBER","N","0.79","K","0.79","","","","16.87","U","","6","6","28/06/2019","39.95","28/06/2019","","","","","","","","","","","0","1","1","","","","31/12/2019","","","","C",""
"","8711231173952","17395","100046","","CANICOMFORT DIFFUSEUR + RECHARGE","CANICOMFORT DIFFUSEUR + RECHARGE","CANICOMFORT DIFFUSEUR + RECHARGE","CANICOMFORT DIFFUSEUR + RECHARGE AUX PHEROMONES","6","5","21","115","B","03","VC","PERM","BEAPHAR","N","0.12","K","0.34","","","","9.28","U","","3","3","28/06/2019","21.95","28/06/2019","","","","","","","","","","","1","1","2","","O","","","O","","","C",""
"","8711231173976","17397","100046","","CANICOMFORT RECHARGE 48ml","CANICOMFORT RECHARGE 48ml","CANICOMFORT RECHARGE 48ml","CANICOMFORT RECHARGE AUX PHEROMONES","6","5","21","115","B","03","VC","PERM","BEAPHAR","N","0.064","K","0.24","","","","6.95","U","","3","3","28/06/2019","15.95","28/06/2019","","","","","","","","","","","1","1","2","","O","","","O","","","C",""
"","8711231174171","17417","100046","","CANICOMFORT SPRAY 60ml","CANICOMFORT SPRAY 60ml","CANICOMFORT SPRAY 60ml","CANICOMFORT SPRAY CALMANT AUX PHEROMONES","6","5","21","115","B","03","VC","PERM","BEAPHAR","N","0.076","K","0.26","","","","8.35","U","","3","3","28/06/2019","19.95","28/06/2019","","","","","","","","","","","1","1","2","","O","","","O","","","C",""
"","3575070022889","FPCS","1667","","PALETTE DE PORC SECHEE","PALETTE DE PORC SECHEE","PALETTE DE PORC SECHEE","PALETTE DE PORC SECHEE","6","5","19","108","B","03","VC","COLLEC","ANKA","N","0.22","K","0.22","","","","1.5","U","","6","6","28/06/2019","4.95","28/06/2019","","","","","","","","","","","1","1","2","","O","","","","","","C",""
"","3575070022322","J1436","1667","","BALLE TPR FOOT HERISSON","BALLE TPR FOOT HERISSON","BALLE TPR FOOT HERISSON","BALLE TPR FOOT HERISSON 9cm","6","5","22","119","B","03","VC","COLLEC","ANKA","N","0.1","K","0.1","","","","2.02","U","","6","6","28/06/2019","5.5","28/06/2019","","","","","","","","","","","1","1","2","","O","","31/10/2019","","","","C",""
"","3575070022346","J1438","1667","","BALLE TPR RUGBY HERISSON","BALLE TPR RUGBY HERISSON","BALLE TPR RUGBY HERISSON","BALLE TPR RUGBY HERISSON 9cm","6","5","22","119","B","03","VC","COLLEC","ANKA","N","0.1","K","0.1","","","","2.02","U","","6","6","28/06/2019","5.5","28/06/2019","","","","","","","","","","","1","1","2","","O","","31/10/2019","","","","C",""
"","5060180390006","SUR001","100328","","CHATIÈRE SUREFLAP BLANC","CHATIÈRE SUREFLAP BLANC","CHATIÈRE SUREFLAP BLANC","CHATIERE A PUCE ELECTRONIQUE SUREFLAP - BLANC","6","6","26","134","B","02","VC","PERM","SURE PETCARE","N","0.83","K","1.3","","","","40.37","U","","10","10","28/06/2019","89.95","28/06/2019","PF1","43.506749","","","","","","","","","","","","","","","","","","","C",""
"","5060180390112","SUR001BR","100328","","CHATIÈRE SUREFLAP MARRON","CHATIÈRE SUREFLAP MARRON","CHATIÈRE SUREFLAP MARRON","CHATIÈRE À PUCE ELECTRONIQUE SUREFLAP - MARRON","6","6","26","134","B","02","VC","PERM","SURE PETCARE","N","0.83","K","1.3","","","","40.37","U","","10","10","28/06/2019","89.95","28/06/2019","PF1","43.506749","","","","","","","","","","","","","","","","","","","C",""
"","5060180390013","GMA001","100328","","ADAPTATEUR MONTAGE BLC","ADAPTATEUR DE MONTAGE DE CHATIÈRE - BLANC","ADAPTATEUR DE MONTAGE DE CHATIÈRE - BLANC","ADAPTATEUR DE MONTAGE DE CHATIÈRE - BLANC","6","6","26","134","E","02","VC","PERM","SURE PETCARE","N","0.13","K","0.265","","","","5.72","U","","20","20","28/06/2019","13.95","28/06/2019","PF1","6.164444","","","","","","","","","","","","","","","","","","","C",""
"","5060180390129","GMA001BR","100328","","ADAPTATEUR MONTAGE MAR","ADAPTATEUR DE MONTAGE DE CHATIÈRE - MARRON","ADAPTATEUR DE MONTAGE DE CHATIÈRE - MARRON","ADAPTATEUR DE MONTAGE DE CHATIÈRE - MARRON","6","6","26","134","E","02","VC","PERM","SURE PETCARE","N","0.13","K","0.265","","","","5.72","U","","20","20","28/06/2019","13.95","28/06/2019","PF1","6.164444","","","","","","","","","","","","","","","","","","","C",""
"","5060180390174","TUN001","100328","","EXTENSION TUNNEL  BLC","EXTENSION DE TUNNEL DE CHATIÈRE - BLANC","EXTENSION DE TUNNEL DE CHATIÈRE - BLANC","EXTENSION DE TUNNEL DE CHATIÈRE - BLANC","6","6","26","134","E","02","VC","PERM","SURE PETCARE","N","0.66","K","0.123","","","","4.05","U","","40","40","28/06/2019","9.95","28/06/2019","PF1","4.364685","","","","","","","","","","","","","","","","","","","C",""
"","5060180390136","TUN001BR","100328","","EXTENSION TUNNEL MAR","EXTENSION DE TUNNEL DE CHATIÈRE - MARRON","EXTENSION DE TUNNEL DE CHATIÈRE - MARRON","EXTENSION DE TUNNEL DE CHATIÈRE - MARRON","6","6","26","134","E","02","VC","PERM","SURE PETCARE","N","0.66","K","0.123","","","","4.05","U","","40","40","28/06/2019","9.95","28/06/2019","PF1","4.364685","","","","","","","","","","","","","","","","","","","C",""
"","5060180390280","SUR101","100328","","GRANDE CHATIÈRE SUREFLAP BLC","GRANDE CHATIÈRE À PUCE ELECTRONIQUE SUREFLAP - BLANC","GRANDE CHATIÈRE À PUCE ELECTRONIQUE SUREFLAP - BLANC","GRANDE CHATIÈRE À PUCE ELECTRONIQUE SUREFLAP - BLANC","6","6","26","134","B","02","VC","PERM","SURE PETCARE","N","1.49","K","2.2","","","","65","U","","5","5","28/06/2019","139.95","28/06/2019","PF1","70.0505","","","","","","","","","","","","","","","","","","","C",""
"","5060180390297","SUR101BR","100328","","GRANDE CHATIÈRE SUREFLAP MAR","GRANDE CHATIÈRE À PUCE ELECTRONIQUE SUREFLAP - MARRON","GRANDE CHATIÈRE À PUCE ELECTRONIQUE SUREFLAP - MARRON","GRANDE CHATIÈRE À PUCE ELECTRONIQUE SUREFLAP - MARRON","6","6","26","134","B","02","VC","PERM","SURE PETCARE","N","1.49","K","2.2","","","","65","U","","5","5","28/06/2019","139.95","28/06/2019","PF1","70.0505","","","","","","","","","","","","","","","","","","","C",""
"","5060180390303","GMA101","100328","","ADAPTATEUR MONTAGE BLC","ADAPTATEUR DE MONTAGE POUR LA GRANDE CHATIÈRE - BLANC","ADAPTATEUR DE MONTAGE POUR LA GRANDE CHATIÈRE - BLANC","ADAPTATEUR DE MONTAGE POUR LA GRANDE CHATIÈRE - BLANC","6","6","26","134","E","02","VC","PERM","SURE PETCARE","N","0.239","K","0.475","","","","8.5","U","","20","20","28/06/2019","19.95","28/06/2019","PF1","9.16045","","","","","","","","","","","","","","","","","","","C",""
