"CODPRO","GAMME"
"Code des Produits","Gamme Produit"
"813299","A"
"807538","A"
"807539","A"
"823523","A"
"328832","A"
"823530","A"
"825952","A"
"813300","A"
"823520","A"
"807536","A"
"824636","A"
"826215","A"
"825951","A"
"820867","A"
"807537","A"
"820080","A"
"275176","A"
"467799","A"
"813293","A"
"828142","A"
"823528","A"
"326841","A"
"804298","A"
"292874","A"
"813294","A"
"830403","A"
"828146","A"
"326840","A"
"828147","A"
"003378","A"
"804296","A"
"251087","A"
"810708","A"
"830405","A"
"169476","A"
"823525","A"
"820081","A"
"390835","A"
"823107","A"
"828138","A"
"828134","A"
"826220","A"
"826224","A"
"826213","A"
"823527","A"
"835117","A"
"328837","A"
"823104","A"
"826223","A"
"804303","A"
"826221","A"
"820083","A"
"807556","A"
"823524","A"
"810693","A"
"835424","A"
"828131","A"
"338169","A"
"828672","A"
"807559","A"
"813295","A"
"807544","A"
"467766","A"
"375056","A"
"824638","A"
"824639","A"
"318770","A"
"807542","A"
"813435","A"
"824656","A"
"338360","A"
"828129","A"
"390836","A"
"222253","A"
"820860","A"
"820082","A"
"817924","A"
"256751","A"
"467800","A"
"811175","A"
"820864","A"
"817916","A"
"149931","A"
"820862","A"
"833326","A"
"375075","A"
"366971","A"
"824627","A"
"830402","A"
"804302","A"
"826222","A"
"835130","A"
"467775","A"
"828119","A"
"366970","A"
"813302","A"
"429915","A"
"824637","A"
"149914","A"
"366975","A"
"830401","A"
"807553","A"
"824642","A"
"824649","A"
"828149","A"
"833267","A"
"495593","A"
"366978","A"
"429914","A"
"824655","A"
"366972","A"
"429912","A"
"826112","A"
"366979","A"
"366981","A"
"826665","A"
"495591","A"
"833265","A"
"807545","A"
"824635","A"
"824653","A"
"467801","A"
"429893","A"
"833283","A"
"813429","A"
"366992","A"
"366976","A"
"824646","A"
"824641","A"
"824643","A"
"824644","A"
"824645","A"
"828130","A"
"824651","A"
"467771","A"
"429911","A"
"149911","A"
"833279","A"
"810690","A"
"824628","A"
"824625","A"
"824652","A"
"823103","A"
"833281","A"
"813437","A"
"833278","A"
"826666","A"
"813433","A"
"429884","A"
"810680","A"
"824654","A"
"429885","A"
"813296","A"
"828112","A"
"467764","A"
"828122","A"
"820868","A"
"835711","A"
"833280","A"
"820865","A"
"835420","A"
"824626","A"
"810702","A"
"824648","A"
"812488","A"
"813385","A"
"828115","A"
"828114","A"
"197461","A"
"429883","A"
"256752","A"
"813436","A"
"810696","A"
"824630","A"
"824640","A"
"813386","A"
"828140","A"
"817921","A"
"375076","A"
"828136","A"
"813430","A"
"292876","A"
"820863","A"
"828124","A"
"828143","A"
"467780","A"
"318773","A"
"467778","A"
"432440","A"
"813428","A"
"812492","A"
"828221","A"
"828671","A"
"828148","A"
"828139","A"
"828202","A"
"828200","A"
"828220","A"
"828133","A"
"828121","A"
"349897","B"
"467795","B"
"833269","B"
"495592","B"
"817920","B"
"804308","B"
"804309","B"
"817919","B"
"823108","B"
"467796","B"
"826211","B"
"375057","B"
"377238","B"
"467803","B"
"830404","B"
"817917","B"
"807558","B"
"833276","B"
"810595","B"
"823529","B"
"211949","B"
"813292","B"
"467774","B"
"804295","B"
"377237","B"
"817915","B"
"817918","B"
"826212","B"
"826214","B"
"820858","B"
"375073","B"
"149909","B"
"467769","B"
"222254","B"
"375055","B"
"820859","B"
"343589","B"
"814007","B"
"149936","B"
"804301","B"
"467791","B"
"271247","B"
"375069","B"
"467790","B"
"375060","B"
"467785","B"
"467779","B"
"467776","B"
"820857","B"
"467777","B"
"826228","C"
"823521","C"
"833273","C"
"835428","C"
"826226","C"
"823519","C"
"833270","C"
"826210","C"
"823517","C"
"823526","C"
"833266","C"
"833274","C"
"820861","C"
"823105","C"
"422519","C"
"807548","C"
"823102","C"
"830385","C"
"833271","C"
"833272","C"
"835460","C"
"810730","C"
"833275","C"
"824657","C"
"820866","C"
"835459","C"
"366937","C"
"467794","C"
"366940","C"
"467798","C"
"817922","C"
"807543","C"
"824629","C"
"824631","C"
"366938","C"
"824624","C"
"824633","C"
"467770","C"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
