"CODPRO","GAMME"
"Code des Produits","Gamme Produit"
"005344","B"
"211821","B"
"154395","B"
"447950","B"
"110747","B"
"122805","B"
"134437","B"
"268849","B"
"265271","B"
"462538","B"
"297391","B"
"816299","B"
"483264","B"
"430319","B"
"379134","B"
"297398","B"
"265297","B"
"807776","B"
"483258","B"
"216419","B"
"505949","B"
"378381","B"
"370017","C"
"370019","C"
"370001","C"
"457147","C"
"370000","C"
"807775","C"
"462537","C"
"165718","C"
"430320","C"
"430313","C"
"816297","C"
"271655","C"
"265284","E"
"265301","C"
"815671","E"
"216418","E"
"154397","E"
"430296","E"
"483267","E"
"430308","C"
"816295","C"
"271653","C"
"462542","C"
"265278","C"
"816302","B"
"830515","B"
"505945","C"
"174723","C"
"174717","E"
"816296","E"
"378384","C"
"297395","C"
"421446","C"
"412758","C"
"174722","E"
"165719","E"
"308578","E"
"816298","E"
"265279","C"
"308580","E"
"816301","C"
"297390","E"
"379117","E"
"384765","E"
"379122","E"
"430314","E"
"350141","E"
"366856","E"
"381236","E"
"430281","E"
"483260","E"
"366854","E"
"265276","E"
"211819","E"
"308579","E"
"483268","E"
"802257","E"
"297397","E"
"483261","E"
"483263","E"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
