"CODPRO","GAMME"
"828964","A"
"828965","A"
"828966","A"
"828967","A"
"828968","A"
"828969","A"
"828970","A"
"828971","A"
"828972","A"
"828973","A"
"828974","A"
"828975","A"
"828976","A"
"828977","A"
"828978","A"
"828979","A"
"828980","A"
"828981","A"
"828982","A"
"828983","A"
"828984","A"
"828985","A"
"828986","A"
"828987","A"
"828988","A"
"828989","A"
"828990","A"
"828991","A"
"828992","A"
"828993","A"
"828994","A"
"828995","A"
"828996","A"
"828997","A"
"828998","A"
"828999","A"
"829000","A"
"829001","A"
"829002","A"
"829003","A"
"829004","A"
"829005","A"
"829006","A"
"829007","A"
"829008","A"
"829009","A"
"829010","A"
"829011","A"
"829012","A"
"829013","A"
"829014","A"
"829015","A"
"829016","A"
"829017","A"
"829018","A"
"829019","A"
"830673","A"
"830674","A"
"830675","A"
"830678","A"
"830679","A"
"830680","A"
"830681","A"
"830694","A"
"830701","A"
"830702","A"
"830703","A"
"830704","A"
"830705","A"
"830708","A"
"830709","A"
"830710","A"
"830711","A"
"830712","A"
"830713","A"
"830714","A"
"830715","A"
"830716","A"
"830717","A"
"830718","A"
"830719","A"
"830720","A"
"830721","A"
"830722","A"
"830723","A"
"830737","A"
"830738","A"
"830739","A"
"830740","A"
"830741","A"
"830742","A"
"830743","A"
"830744","A"
"830745","A"
"830746","A"
"830747","A"
"830748","A"
"830749","A"
"830750","A"
"830751","A"
"830752","A"
"830753","A"
"830754","A"
"830755","A"
"830756","A"
"830757","A"
"830758","A"
"830759","A"
"830760","A"
"830761","A"
"830762","A"
"830763","A"
"830764","A"
"830765","A"
"830766","A"
"830767","A"
"830768","A"
"830769","A"
"830770","A"
"830771","A"
"830772","A"
"830773","A"
"830774","A"
"830775","A"
"830776","A"
"830777","A"
"830778","A"
"830779","A"
"830780","A"
"830781","A"
"830782","A"
"830783","A"
"830784","A"
"830785","A"
"830786","A"
"830787","A"
"830788","A"
"830789","A"
"830790","A"
"830791","A"
"830792","A"
"830793","A"
"830794","A"
"830795","A"
"830796","A"
"830797","A"
"830798","A"
"830799","A"
"830800","A"
"830801","A"
"830802","A"
"830803","A"
"830804","A"
"830805","A"
"830806","A"
"830807","A"
"830808","A"
"830809","A"
"830810","A"
"830811","A"
"830812","A"
"830813","A"
"830814","A"
"830815","A"
"830816","A"
"830817","A"
"830818","A"
"830819","A"
"830820","A"
"830821","A"
"830822","A"
"830823","A"
"830824","A"
"830825","A"
"830826","A"
"830827","A"
"830828","A"
"830829","A"
"830830","A"
"830831","A"
"830832","A"
"830833","A"
"830834","A"
"830835","A"
"830836","A"
"830837","A"
"830838","A"
"830839","A"
"830840","A"
"830841","A"
"830842","A"
"830843","A"
"830844","A"
"830845","A"
"830846","A"
"830847","A"
"830848","A"
"830849","A"
"830850","A"
"830851","A"
"830852","A"
"830853","A"
"830854","A"
"830855","A"
"830856","A"
"830857","A"
"830858","A"
"830859","A"
"831107","A"
"831108","A"
"834733","A"
"834734","A"
"834735","A"
"834736","A"
"834737","A"
"834740","A"
"834741","A"
"834742","A"
"834743","A"
"834756","A"
"834757","A"
"834758","A"
"834761","A"
"834763","A"
"834764","A"
"834765","A"
"834766","A"
"834767","A"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
