"CODPRO","GAMME"
"Code des Produits","Gamme Produit"
"841965","A"
"841966","A"
"841967","A"
"841968","A"
"841970","A"
"841969","A"
"841927","A"
"841928","A"
"841929","A"
"841930","A"
"841932","A"
"841931","A"
"841933","A"
"841934","A"
"841935","A"
"841936","A"
"841938","A"
"841937","A"
"841939","A"
"841940","A"
"841941","A"
"841942","A"
"841944","A"
"841943","A"
"841945","A"
"841946","A"
"841947","A"
"841903","A"
"841904","A"
"841905","A"
"841906","A"
"841908","A"
"841907","A"
"841909","A"
"841910","A"
"841911","A"
"841912","A"
"841914","A"
"841913","A"
"841915","A"
"841916","A"
"841917","A"
"841918","A"
"841920","A"
"841919","A"
"841921","A"
"841922","A"
"841923","A"
"841924","A"
"841926","A"
"841925","A"
"841948","A"
"841949","A"
"841950","A"
"841951","A"
"841952","A"
"841953","A"
"841954","A"
"841956","A"
"841955","A"
"841957","A"
"841958","A"
"841959","A"
"841960","A"
"841962","A"
"841961","A"
"841977","A"
"841978","A"
"841979","A"
"841980","A"
"841982","A"
"841981","A"
"841983","A"
"841984","A"
"841985","A"
"841891","A"
"841892","A"
"841893","A"
"841894","A"
"841896","A"
"841895","A"
"841897","A"
"841898","A"
"841899","A"
"841900","A"
"841902","A"
"841901","A"
"841971","A"
"841972","A"
"841973","A"
"841974","A"
"841976","A"
"841975","A"
"841963","A"
"841964","A"
"842001","A"
"842002","A"
"842003","A"
"842004","A"
"842005","A"
"842006","A"
"842007","A"
"842008","A"
"842009","A"
"842010","A"
"842026","A"
"842027","A"
"842028","A"
"842029","A"
"842030","A"
"842011","A"
"842012","A"
"842013","A"
"842014","A"
"842015","A"
"842016","A"
"842017","A"
"842018","A"
"842019","A"
"842020","A"
"841986","A"
"841987","A"
"841988","A"
"841989","A"
"841990","A"
"841991","A"
"841992","A"
"841993","A"
"841994","A"
"841995","A"
"841996","A"
"841997","A"
"841998","A"
"841999","A"
"842000","A"
"842021","A"
"842022","A"
"842023","A"
"842024","A"
"842025","A"
"842031","A"
"842032","A"
"842033","A"
"842034","A"
"842035","A"
